	track_id	track_name	preview_url	artist	label	artist_id	danceability	energy	loudness	speechiness	acousticness	instrumentalness	valence	loudness_scaled
399	3OqXhoxOlzJVjQgpPyroFU	U feat. Stacy Epps	https://p.scdn.co/mp3-preview/812d4870e5b9b55418c8764dcfd5b742524be592?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.659	0.501	-12.021	0.0488	0.683	0.00579	0.652	0.5667455081
400	3rn1o6MGTdIaE9Vrqvv7Io	Another Sky	https://p.scdn.co/mp3-preview/08cb21c5140acad5af931a8028626c8647c98ee2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.765	0.517	-10.627	0.0435	0.445	0.116	0.492	0.624590232
401	0glGOFYcVm6qayVRPsUofW	A Cup of Coffee	https://p.scdn.co/mp3-preview/b0fcf935c1dd55da1456d97511d39912cd6ea255?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.727	0.533	-12.691	0.053	0.848	0.123	0.663	0.5389435246
402	2iJYtUNCT96m1QSUI5X0iO	Brighter Side feat. Amanda Diva	https://p.scdn.co/mp3-preview/5059d405c3f2f8f2e9492888532f581f84d88509?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.639	0.416	-13.397	0.0336	0.313	0.000154	0.421	0.5096477032
403	4utZRdC8DgIwfsKkZIg96c	Temperature of Tears	https://p.scdn.co/mp3-preview/c16d379d4e8d514d9b715b8ca84435defb89dc57?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.678	0.4	-11.871	0.0323	0.627	0.784	0.214	0.5729698328
404	2ybHcBWNR3VVATnf4iPqGx	The Bonds feat. NANASE	https://p.scdn.co/mp3-preview/4da4d6e8a8062797646d857147fb82ec9bb16f4f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.432	0.397	-11.961	0.0523	0.793	0.103	0.225	0.569235238
405	7BSQBqrFyWlWZr1l9cbO87	Change the World feat. Woong San	https://p.scdn.co/mp3-preview/db0ab0355c495cfdce1ce0266fb84cb1512f65a6?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.721	0.437	-12.031	0.0267	0.492	0.256	0.558	0.5663305531
406	56yoqTOQOnH1ts4JWtwErD	Peacock	https://p.scdn.co/mp3-preview/7ca369ebd824dbf26d1c03843539a3e1213e1f04?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.541	0.641	-11.961	0.0242	0.0976	0.664	0.345	0.569235238
407	6RaJbbhKDOuBGQhbZCubCW	Flower Dance	https://p.scdn.co/mp3-preview/f8e38ad0e8c506cb0ed2f035f48f6a35ea0d84c8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.553	0.53	-9.049	0.028	0.605	0.0725	0.7	0.6900701274
408	42USgLcGo2FRpmBWc7fazB	Amiman	https://p.scdn.co/mp3-preview/b7c04f5b9e7eaa939315d2a17f0b1daa7260fc68?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.389	0.327	-11.684	0.0276	0.399	0.207	0.109	0.5807294909
409	0hzL4oDR8qYEN8z2pEg6uT	Bluebird Story feat.Jumelles	https://p.scdn.co/mp3-preview/4382f20ec055adc0cfbb39a91194da8716d9bae2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.617	0.357	-13.889	0.047	0.608	0.367	0.421	0.4892319183
410	5uyk4wZLZGYiqWWi65Ue4W	A Little More	https://p.scdn.co/mp3-preview/1f605add7575d330c9c53130c1e959305b6bb530?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.559	0.683	-8.757	0.0293	0.0195	0.892	0.544	0.7021868127
411	4BIsY2lVaksPaCbK4VJ8Bn	Asunaro	https://p.scdn.co/mp3-preview/496e46e3a986da6c64d54d9026be668f6f3b9af9?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.584	0.565	-9.819	0.0293	0.909	0.881	0.257	0.6581185941
412	09O8lOEAUIqNqeHjwZVPbd	Street Dreams	https://p.scdn.co/mp3-preview/b83b223c7ff8ebabc4f9d5a6d2d84feb9ddc66e4?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.49	0.77	-7.919	0.0283	0.0411	0.895	0.613	0.7369600398
413	1Nj79oYIU3W3jN7VX2m5RW	A Cup Of Coffee	https://p.scdn.co/mp3-preview/af2c266c2181792142c95dbb6e3c20dbbc88a027?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.758	0.698	-7.024	0.0591	0.813	0.123	0.53	0.7740985103
414	5OlYws635VGhJMCUsjISVe	Lamp Reason	https://p.scdn.co/mp3-preview/5579cbc09a59fc6b6364c545c09db38aae6cd0d1?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.575	0.694	-11.516	0.0553	0.278	0.789	0.116	0.5877007345
415	7pxGzq5fd59kYqWtKt6dVo	Metronome	https://p.scdn.co/mp3-preview/5d1f09c510e4951928c0ecd4862833d3d1bc0430?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.75	0.871	-8.252	0.0418	0.106	0.9	0.54	0.7231420391
416	5uw08t9gLFoorqW2lzXgRl	Maia	https://p.scdn.co/mp3-preview/0964a34f94d5a45815a7366036ab70c1d88fd27f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.724	0.528	-8.03	0.0686	0.677	0.882	0.505	0.7323540396
417	2g3q1x97EgwcoPGyo4tABN	Haku	https://p.scdn.co/mp3-preview/70820a5b821e3432f8a82976f6ba1e0c9841717b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.614	0.944	-6.182	0.0594	0.00231	0.824	0.816	0.8090377194
418	2K5VxiuWdgavwiOxc4pUHf	Just Landed	https://p.scdn.co/mp3-preview/9a7a84776b99e8cfe914a2d377669499147557c8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	2	34QbYbTlUCLkZsQ8QmacV9	0.501	0.907	-7.102	0.038	1.91e-05	0.891	0.376	0.7708618615
419	5CacivX80yiVJHUp705JqV	Libyus [Deep Sea Mix]	https://p.scdn.co/mp3-preview/1198e05ff0ebc0950d6e04f0960b55428bba59c1?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.542	0.894	-9.337	0.0428	0.0745	0.859	0.736	0.678119424
420	5OIdVwlUD1H0N9cFud2FIv	Bird Of Liberty	https://p.scdn.co/mp3-preview/ad691bb2cbd6d338273079516cc30917f3207503?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.573	0.761	-7.149	0.0237	0.0864	0.885	0.856	0.7689115731
421	4f7IBUMUkjp3ho2hZnjQCk	I Got Soul feat.Amanda Diva	https://p.scdn.co/mp3-preview/88793d3f32063fe86d6927ca7e6daafbe9512bb7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.608	0.894	-6.759	0.074	0.239	0.000172	0.835	0.7850948172
422	5QAL2eoH4kzMNZpBRt9c2o	Every Moment feat.Analyrical DJ OKAWARI Remix	https://p.scdn.co/mp3-preview/15e9e189b1943fd98efcaf4b8616eaf6eed1745e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.672	0.935	-7.021	0.175	0.478	5.56e-06	0.558	0.7742229968
423	4LUUMHYBIw8ukh8jEy2BpB	Lifestyles Remix	https://p.scdn.co/mp3-preview/9a086f12b2b90b4a002bb9c39d653b5e690ab3c3?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.719	0.902	-6.908	0.0488	0.666	0	0.731	0.778911988
424	4OLzIS86HJZJBdPBeK7baM	Silent Miss	https://p.scdn.co/mp3-preview/330da239ed223a1e1909ea1225a05bb39d4563ef?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.68	0.78	-6.905	0.0653	0.636	0	0.36	0.7790364745
425	3FIcbLxfg7wIlkRKljVas1	Goes Around, Comes Around	https://p.scdn.co/mp3-preview/889da51c1cf25405d12ab86b9d423c80cc042d48?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.684	0.749	-7.114	0.172	0.635	0	0.395	0.7703639155
426	18FFnVF6PX2POLTFYZF3mT	Believe That feat.Pismo	https://p.scdn.co/mp3-preview/5a7dba616958b4f4974734096ce1d33c60a57a55?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.56	0.755	-8.114	0.0457	0.49	0.0018	0.422	0.7288684178
427	1JfPcunxHG2Qohn7vBSTE2	Luv Letter	https://p.scdn.co/mp3-preview/21c697cae144d09bf8252135e4aa76110af702c3?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.546	0.449	-9.666	0.0302	0.697	0.348	0.29	0.6644674053
428	0hSur2aNn3J7cPZjYIrMDQ	Sound of Silence feat. KAORI	https://p.scdn.co/mp3-preview/36964490fd818581d6d447fdfdea5ade4a622cc5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.664	0.53	-6.457	0.0255	0.502	0.76	0.544	0.7976264575
429	60mjatPf9M1fXkBmei0ATb	Luv Letter	https://p.scdn.co/mp3-preview/21c697cae144d09bf8252135e4aa76110af702c3?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.546	0.449	-9.666	0.0302	0.697	0.348	0.29	0.6644674053
430	6b6bbuuzsWlx1NcUCLl9WE	You Gotta Be feat. AMADORI	https://p.scdn.co/mp3-preview/a48644417bd0d4c862e34e169b32da2e04c9a7bf?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.602	0.765	-5.37	0.0343	0.488	0.000108	0.321	0.8427320636
431	6s6Z7UoJ35CIeRQbjsntbg	Pack Light feat. ERIKO	https://p.scdn.co/mp3-preview/8f4292413f9364b4f740c3e31077847028dccc11?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.677	0.466	-6.956	0.0282	0.791	0.196	0.618	0.7769202042
432	5nWqKDxbsHzILIsfZ6Cnam	Afterschool	https://p.scdn.co/mp3-preview/f6d264ceb70100638276bce3fd77be214ffb315c?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.782	0.487	-7.179	0.0467	0.498	0.677	0.503	0.7676667082
433	4YnItwpmXFFctZ0c2x0pLi	Following the Dream	https://p.scdn.co/mp3-preview/613f8c1e0e831497813bf5f265103d1687058b96?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.356	0.475	-6.422	0.0321	0.931	0.692	0.112	0.7990788
434	0aG1v0pnhWbFpDdsK99xqp	Free Bird feat. SIERRA	https://p.scdn.co/mp3-preview/394549657ef472981508c110963c5c00f1e51bd7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.587	0.738	-5.18	0.0473	0.857	0.00106	0.377	0.8506162081
435	79HwxYf0hafd7KGGxXV9eg	Sweet Light	https://p.scdn.co/mp3-preview/726ea715392d9ec9ea003f82be23322117807ff7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.523	0.882	-6.219	0.0329	0.773	0.97	0.937	0.807502386
436	6mwXvxxcwGNqPjmmkrrxE1	All I Have feat. AMANDA DIVA	https://p.scdn.co/mp3-preview/9c3c85466f9c935a280ca3b570c72b07ea0a7773?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.37	0.542	-5.947	0.0353	0.47	4.21e-06	0.332	0.8187891614
437	554bNpMTHfdjtx8RfZQern	Minamo	https://p.scdn.co/mp3-preview/f1408b5c1e92f0d5ab8b8f94d490f011260093ab?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.374	0.699	-7.978	0.0386	0.737	0.757	0.24	0.7345118055
438	4j94L13AgdiKfBndum6Ubz	Evening Comes 2	https://p.scdn.co/mp3-preview/1eb8e57587186e96c2141d6400f50b176c49588b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.598	0.586	-8.056	0.0393	0.533	0.87	0.338	0.7312751566
439	4jC7prT4chr8U8m5jnddSC	Evening Comes	https://p.scdn.co/mp3-preview/256d857db97b7803d4dffdafc30cab631d474e50?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.755	0.523	-9.02	0.0617	0.626	0.901	0.222	0.6912734968
440	3tsG8qy9pnQmE5jPqhFdC7	Chocolate	https://p.scdn.co/mp3-preview/da93fdf12f22a75f83c3f7552add42bb8e820da2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.746	0.535	-10.543	0.0596	0.0688	0.016	0.518	0.6280758538
441	4qS3OGKZfsBVoQZQM4F16s	Bluebird Story feat.Jumelles	https://p.scdn.co/mp3-preview/4382f20ec055adc0cfbb39a91194da8716d9bae2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.617	0.357	-13.889	0.047	0.608	0.367	0.421	0.4892319183
442	5FdtUiQ5108WKq1dnnIvbk	Ring	https://p.scdn.co/mp3-preview/a1b95bbb4f998396a43d77ed63b276fa9b226fd2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.771	0.702	-10.794	0.0721	0.215	0.186	0.662	0.6176604838
443	6vuYUMezx8HpdYX7Di9lfs	Colors of Life	https://p.scdn.co/mp3-preview/bba45700d3f5280d7b588bbe2e7a79678a6a53e6?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.759	0.238	-18.205	0.0604	0.638	0.738	0.133	0.3101373501
444	0T8wiaWFjqCNru851ObhvG	Synchronize	https://p.scdn.co/mp3-preview/3ebf425b7c2666ce40653833560ca8c2b415f438?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.647	0.578	-10.918	0.0539	0.0147	0.0237	0.662	0.6125150421
445	71Ja7xAwe1LUHwq8SaUVxi	One for U	https://p.scdn.co/mp3-preview/8200705cde7cfc2680994054767d979142c7847e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.737	0.284	-13.628	0.0499	0.408	0.332	0.26	0.5000622432
446	0BzQ9dyCUtBtwM4NXM4phg	Aurora	https://p.scdn.co/mp3-preview/0ead420e16a1467d4018320890cd40794cd045d1?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	1	34QbYbTlUCLkZsQ8QmacV9	0.716	0.45	-8.756	0.0321	0.537	0	0.209	0.7022283082
447	6BXl8Lu6IEMw5uo9GHrutR	Coffee Break	https://p.scdn.co/mp3-preview/bd2e34e8be807a3f0102568c72c447d3142e3aaa?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.523	0.192	-20.019	0.0302	0.975	0.936	0.252	0.2348645172
448	59KqHEP0vUJ4QhiTPQUTRf	Crescent Moon	https://p.scdn.co/mp3-preview/948717151fac6a88e072c574d9aeae756e8b04fc?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.686	0.555	-11.261	0.0533	0.0187	0.319	0.392	0.5982820864
449	7pBiHHqjpnbJ7GpvarTULA	TAYUTAU	https://p.scdn.co/mp3-preview/0337cbc2504fe650ec5c1f29d9083065159caa6b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	2	34QbYbTlUCLkZsQ8QmacV9	0.609	0.882	-10.74	0.0421	0.331	0.394	0.199	0.6199012407
450	7CjNfNSIx5vM68HCVF2d3z	Silent Night	https://p.scdn.co/mp3-preview/10d7b458302a0dc7954e93b62a8ab826d1d213c5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.585	0.362	-13.476	0.0298	0.671	0.496	0.403	0.5063695589
451	6aZYN5cwOZN0ZMLc98I7MD	Animal Forest	https://p.scdn.co/mp3-preview/49e7ebc312d4dbe3a1ac964a35b2548c7ae33cd7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	2	34QbYbTlUCLkZsQ8QmacV9	0.486	0.442	-12.752	0.0446	0.0273	0.578	0.127	0.5364122993
452	2qI26LuMeTB47vSAVUrBRT	Times Fusion	https://p.scdn.co/mp3-preview/3a310e8ba59c8eb58cbf87cc170def34df7e1333?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	2	34QbYbTlUCLkZsQ8QmacV9	0.705	0.488	-10.311	0.0378	0.0246	0.531	0.216	0.6377028092
453	34ZPKHDTbfeHkKqdGOisRs	Sphere	https://p.scdn.co/mp3-preview/97139d37ac8191585c49bdd4bd75bc670a354571?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.591	0.79	-9.347	0.025	0.12	0.731	0.664	0.6777044691
454	2Yk6jf97D83PFqqByV0Vcj	After the Wind	https://p.scdn.co/mp3-preview/43f86bb6ba3a67c6780ef8db2248aca44ec8de80?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.616	0.682	-8.618	0.033	0.451	0.932	0.75	0.7079546869
455	4Wa1QIjbd6JoYfLi54OdEp	Daydream	https://p.scdn.co/mp3-preview/97455096cdc46c4e8280521d9dacf6a4113e1eac?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.647	0.575	-10.404	0.0436	0.162	0.903	0.327	0.633843728
456	64GxG1NjaxCfVvAbmJNEyW	Heart	https://p.scdn.co/mp3-preview/d69f9abb98029dd31522062147669f1df665571d?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.527	0.841	-8.656	0.0258	0.21	0.0165	0.645	0.706377858
457	4cC2glPKfzK9fpFOgvChPm	The Other Side	https://p.scdn.co/mp3-preview/fa68fb4cfd1524c52dc307a2b9450d090f10689b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.693	0.636	-9.395	0.0404	0.175	0.918	0.743	0.6757126852
458	4rjGCgMiDVlegTWDlpMYDZ	Crossroad	https://p.scdn.co/mp3-preview/5a1eb9e56cd483298f65e4c382acedbf5e1bf718?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	0	34QbYbTlUCLkZsQ8QmacV9	0.621	0.871	-7.765	0.0295	0.00403	0.763	0.962	0.7433503465
459	6EIXygLHuVtPOaqlpoDy1B	lovememore. - DJ Okawari Remix	https://p.scdn.co/mp3-preview/cdb6890ab153a43090cb9ac7beb5b70680e62d6b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	dosii	3	41lcf5k3PkUdxupYLkcjCd	0.575	0.9	-5.842	0.03	0.298	0.88	0.588	0.8231461886
460	3vSoVqNk3vvMNaki3YeuFa	Your Star	https://p.scdn.co/mp3-preview/a366ffc2049c1eeae7d10670d0f2842ae68fff5f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	塞壬唱片-MSR	0	7l5zSPffvPDaRRYkAHsyt7	0.772	0.766	-6.033	0.0296	0.0606	0	0.846	0.8152205486
461	3H4JWk8jaiGwRCrtWYc1RW	Your Star (Instrumental Version)	https://p.scdn.co/mp3-preview/41e1bbe4f1cf7c2a08c4e784b9e28c269cf08294?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	塞壬唱片-MSR	3	7l5zSPffvPDaRRYkAHsyt7	0.736	0.712	-7.67	0.0308	0.00375	0.903	0.712	0.7472924188
462	79kCh7AqcTF1d8Q8XorEUg	After the Wind	https://p.scdn.co/mp3-preview/bdcae530bc794e4334de9b437787a231e1231273?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.621	0.655	-9.292	0.0337	0.46	0.909	0.757	0.6799867214
463	02S0c4mOjaf5lmP8k8SRPZ	Everything's Alright	https://p.scdn.co/mp3-preview/52379ed216480e6edf74ffafc796688c47c874ef?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	塞壬唱片-MSR	0	7l5zSPffvPDaRRYkAHsyt7	0.772	0.571	-7.645	0.0406	0.118	0	0.914	0.7483298062
464	6nLiDMyw4ZDYFWTpBY95z1	Everything's Alright (Instrumental Version)	https://p.scdn.co/mp3-preview/e087fa2f3223d11ad09f706abb0388249ef85020?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	塞壬唱片-MSR	0	7l5zSPffvPDaRRYkAHsyt7	0.774	0.562	-8.739	0.0571	0.0265	0.128	0.864	0.7029337317
465	1yVv9F33SuNwpuHmK1tnSN	Speed of Light	https://p.scdn.co/mp3-preview/f885fa6b360b9141f4d22bce2ebdc188eeedf9e5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	塞壬唱片-MSR	0	7l5zSPffvPDaRRYkAHsyt7	0.739	0.744	-5.21	0.0622	0.327	4e-05	0.704	0.8493713432
466	1726NaKds3nBxUT2L4uwqH	Speed of Light (Instrumental Version)	https://p.scdn.co/mp3-preview/9933722ac0d011a89a6e96ceb3627a21f1036d76?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	塞壬唱片-MSR	3	7l5zSPffvPDaRRYkAHsyt7	0.752	0.669	-7.605	0.0472	0.133	0.817	0.845	0.7499896261
467	6DYbb52R3n9u51boqhGDig	Eclipse	https://p.scdn.co/mp3-preview/4573717298e237d46db29a3e9e5b95fb6906e4a0?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Meiso	0	5895irQM57Jyrju5qZeUno	0.791	0.586	-4.942	0.0914	0.412	0.000363	0.911	0.8604921366
468	0sdKWSrxlOu9D7UtXbFr4C	Yours	https://p.scdn.co/mp3-preview/d5db4275fa5f972fbd752ebe104985b879c4ac92?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.604	0.69	-3.916	0.0254	0.584	0.598	0.35	0.9030665173
469	1qIpiE2TbbHaKW6X6hf2LF	Transparent	https://p.scdn.co/mp3-preview/96269804d890be188d0e6e2853ed2de52360ab68?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	DJ Okawari	3	34QbYbTlUCLkZsQ8QmacV9	0.631	0.636	-4.431	0.0243	0.564	0.901	0.437	0.8816963359
470	6VCG1MLhO3tZxxQZLjSBl8	Fly with Me - Korean Version	https://p.scdn.co/mp3-preview/8c32b575123ccd612858f7b6b0d3adc7141c4b53?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Woong San	1	3FYwrGRWL93eQGcUoVkDO1	0.732	0.702	-5.446	0.0276	0.637	0.000949	0.251	0.8395784057
471	7BVjiUDulMcE8afePQ9jgN	Fly with Me - English Version	https://p.scdn.co/mp3-preview/d4923bbf983a440ae68c6700fbd696b13892894b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Woong San	1	3FYwrGRWL93eQGcUoVkDO1	0.719	0.714	-5.466	0.0292	0.616	0.00147	0.199	0.8387484958
472	5XP8Ah3CD38M9ftlpCg67q	Fly with Me - Instrumental	https://p.scdn.co/mp3-preview/1d010ff7a031eb400e0607935f2221342042d029?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Woong San	3	3FYwrGRWL93eQGcUoVkDO1	0.678	0.6	-6.348	0.0264	0.548	0.842	0.252	0.8021494668
473	3MiWoeQM8qyseJSnPQrA4Q	Change the World - Korean Version	https://p.scdn.co/mp3-preview/279c942f860588a4988bf7dfe870e5a4cb78f524?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Woong San	0	3FYwrGRWL93eQGcUoVkDO1	0.722	0.63	-5.776	0.0269	0.494	0.249	0.493	0.8258848915
474	4rc6KmS3x3oVKW39kn2MT8	Change the World - English Version	https://p.scdn.co/mp3-preview/706d05e1018154003b517fd388829c5a1b44ed68?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Woong San	0	3FYwrGRWL93eQGcUoVkDO1	0.722	0.62	-5.636	0.0254	0.441	0.194	0.546	0.8316942612
475	14vBxUNmGZWYXeQu3Wuyvv	Change the World - Instrumental	https://p.scdn.co/mp3-preview/a057382186b128a2d076688a2753a2967f1fab50?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Woong San	3	3FYwrGRWL93eQGcUoVkDO1	0.697	0.55	-6.295	0.0271	0.423	0.957	0.57	0.8043487282
